"fdc_id","data_type","description","food_category_id","publication_date"
"2705713","survey_fndds_food","Cheese, Colby Jack","1602","2022-10-28"
"2705714","survey_fndds_food","Cheese, Feta","1602","2022-10-28"
"2705715","survey_fndds_food","Cheese, Fontina","1602","2022-10-28"
"2705716","survey_fndds_food","Cheese, goat","1602","2022-10-28"
"2705717","survey_fndds_food","Cheese, Gouda or Edam","1602","2022-10-28"
"2705718","survey_fndds_food","Cheese, Gruyere","1602","2022-10-28"
"2705719","survey_fndds_food","Cheese, Limburger","1602","2022-10-28"
"2705720","survey_fndds_food","Cheese, Monterey","1602","2022-10-28"
"2705721","survey_fndds_food","Cheese, Monterey, reduced fat","1602","2022-10-28"
"2705722","survey_fndds_food","Cheese, Mozzarella, NFS","1602","2022-10-28"
"2705723","survey_fndds_food","Cheese, Mozzarella, part skim","1602","2022-10-28"
"2705724","survey_fndds_food","Cheese, Mozzarella, reduced sodium","1602","2022-10-28"
"2705725","survey_fndds_food","Cheese, Mozzarella, nonfat or fat free","1602","2022-10-28"
"2705726","survey_fndds_food","Cheese, Muenster","1602","2022-10-28"
"2705727","survey_fndds_food","Cheese, Muenster, reduced fat","1602","2022-10-28"
"2705728","survey_fndds_food","Cheese, Parmesan, dry grated","1602","2022-10-28"
"2705729","survey_fndds_food","Cheese, Parmesan, dry grated, reduced fat","1602","2022-10-28"
"2705730","survey_fndds_food","Cheese, Parmesan, hard","1602","2022-10-28"
"2705731","survey_fndds_food","Cheese, Parmesan, dry grated, fat free","1602","2022-10-28"
"2705732","survey_fndds_food","Cheese, Port du Salut","1602","2022-10-28"
"2705733","survey_fndds_food","Cheese, Provolone","1602","2022-10-28"
"2705734","survey_fndds_food","Cheese, provolone, reduced fat","1602","2022-10-28"
"2705735","survey_fndds_food","Cheese, Swiss","1602","2022-10-28"
"2705736","survey_fndds_food","Cheese, Swiss, reduced sodium","1602","2022-10-28"
"2705737","survey_fndds_food","Cheese, Swiss, reduced fat","1602","2022-10-28"
"2705738","survey_fndds_food","Cheese, Swiss, nonfat or fat free","1602","2022-10-28"
"2705739","survey_fndds_food","Cheese, Cheddar, reduced sodium","1602","2022-10-28"
"2705740","survey_fndds_food","Cheese, paneer","1602","2022-10-28"
"2705741","survey_fndds_food","Cheese, Mexican blend","1602","2022-10-28"
"2705742","survey_fndds_food","Cheese, Mexican blend, reduced fat","1602","2022-10-28"
"2705743","survey_fndds_food","Queso Anejo, aged Mexican cheese","1602","2022-10-28"
"2705744","survey_fndds_food","Queso Asadero","1602","2022-10-28"
"2705745","survey_fndds_food","Queso Fresco","1602","2022-10-28"
"2705746","survey_fndds_food","Queso cotija","1602","2022-10-28"
"2705747","survey_fndds_food","Cheese, cottage, NFS","1604","2022-10-28"
"2705748","survey_fndds_food","Cheese, cottage, creamed, large or small curd","1604","2022-10-28"
"2705749","survey_fndds_food","Cottage cheese, farmer's","1604","2022-10-28"
"2705750","survey_fndds_food","Cheese, Ricotta","1604","2022-10-28"
"2705751","survey_fndds_food","Cheese, cottage, with fruit","1604","2022-10-28"
"2705752","survey_fndds_food","Cheese, cottage, with vegetables","1604","2022-10-28"
"2705753","survey_fndds_food","Cheese, cottage, dry curd","1604","2022-10-28"
"2705754","survey_fndds_food","Cheese, cottage, salted, dry curd","1604","2022-10-28"
"2705755","survey_fndds_food","Puerto Rican white cheese","1604","2022-10-28"
"2705756","survey_fndds_food","Cheese, cottage, low fat","1604","2022-10-28"
"2705757","survey_fndds_food","Cheese, cottage, lowfat, with fruit","1604","2022-10-28"
"2705758","survey_fndds_food","Cheese, cottage, lowfat, low sodium","1604","2022-10-28"
"2705759","survey_fndds_food","Cheese, cottage, lowfat, lactose reduced","1604","2022-10-28"
"2705760","survey_fndds_food","Cream cheese, regular, plain","8006","2022-10-28"
"2705761","survey_fndds_food","Cream cheese, regular, flavored","8006","2022-10-28"
"2705762","survey_fndds_food","Cream cheese, light","8006","2022-10-28"
"2705763","survey_fndds_food","Cheese, American and Swiss blends","1602","2022-10-28"
"2705764","survey_fndds_food","Cheese, American","1602","2022-10-28"
"2705765","survey_fndds_food","Cheese, American, reduced fat","1602","2022-10-28"
"2705766","survey_fndds_food","Cheese, American, nonfat or fat free","1602","2022-10-28"
"2705767","survey_fndds_food","Cheese, American, reduced sodium","1602","2022-10-28"
"2705768","survey_fndds_food","Cheese spread, American or Cheddar cheese base, reduced fat","1602","2022-10-28"
"2705769","survey_fndds_food","Cream cheese, fat free","8006","2022-10-28"
"2705770","survey_fndds_food","Cheese, processed cheese food","1602","2022-10-28"
"2705771","survey_fndds_food","Cheese, processed, with vegetables","1602","2022-10-28"
"2705772","survey_fndds_food","Cheese,  with wine","1602","2022-10-28"
"2705773","survey_fndds_food","Cheese spread, American or Cheddar cheese base","1602","2022-10-28"
"2705774","survey_fndds_food","Cheese spread, Swiss cheese base","1602","2022-10-28"
"2705775","survey_fndds_food","Cheese spread, cream cheese","8006","2022-10-28"
"2705776","survey_fndds_food","Cheese spread, pressurized can","1602","2022-10-28"
"2705777","survey_fndds_food","Imitation cheese","1602","2022-10-28"
"2705778","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert","1604","2022-10-28"
"2705779","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert and fruit","1604","2022-10-28"
"2705780","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert and vegetables","1604","2022-10-28"
"2705781","survey_fndds_food","Cheese ball","1602","2022-10-28"
"2705782","survey_fndds_food","Artichoke dip","8412","2022-10-28"
"2705783","survey_fndds_food","Spinach and artichoke dip","8412","2022-10-28"
"2705784","survey_fndds_food","Seafood dip","8412","2022-10-28"
"2705785","survey_fndds_food","Cheese dip with chili pepper","8412","2022-10-28"
"2705786","survey_fndds_food","Cheese dip","8412","2022-10-28"
"2705787","survey_fndds_food","Topping from cheese pizza","3602","2022-10-28"
"2705788","survey_fndds_food","Topping from vegetable pizza","3602","2022-10-28"
"2705789","survey_fndds_food","Topping from meat pizza","3602","2022-10-28"
"2705790","survey_fndds_food","Topping from meat and vegetable pizza","3602","2022-10-28"
"2705791","survey_fndds_food","Cheese fondue","8412","2022-10-28"
"2705792","survey_fndds_food","Cheese souffle","2502","2022-10-28"
"2705793","survey_fndds_food","Welsh rarebit","8412","2022-10-28"
"2705794","survey_fndds_food","Cheese sandwich, NFS","3720","2022-10-28"
"2705795","survey_fndds_food","Cheese sandwich, American cheese, on white bread","3720","2022-10-28"
"2705796","survey_fndds_food","Cheese sandwich, American cheese, on wheat bread","3720","2022-10-28"
"2705797","survey_fndds_food","Cheese sandwich, cheddar cheese, on white bread","3720","2022-10-28"
"2705798","survey_fndds_food","Cheese sandwich, cheddar cheese, on wheat bread","3720","2022-10-28"
"2705799","survey_fndds_food","Cheese sandwich, reduced fat cheese, on white bread","3720","2022-10-28"
"2705800","survey_fndds_food","Cheese sandwich, reduced fat cheese, on wheat bread","3720","2022-10-28"
"2705801","survey_fndds_food","Grilled cheese sandwich, NFS","3720","2022-10-28"
"2705802","survey_fndds_food","Grilled cheese sandwich, American cheese, on white bread","3720","2022-10-28"
"2705803","survey_fndds_food","Grilled cheese sandwich, American cheese, on wheat bread","3720","2022-10-28"
"2705804","survey_fndds_food","Grilled cheese sandwich, cheddar cheese, on white bread","3720","2022-10-28"
"2705805","survey_fndds_food","Grilled cheese sandwich, cheddar cheese, on wheat bread","3720","2022-10-28"
"2705806","survey_fndds_food","Grilled cheese sandwich, reduced fat cheese, on white bread","3720","2022-10-28"
"2705807","survey_fndds_food","Grilled cheese sandwich, reduced fat cheese, on wheat bread","3720","2022-10-28"
"2705808","survey_fndds_food","Cheese sauce","8412","2022-10-28"
"2705809","survey_fndds_food","Alfredo sauce","8412","2022-10-28"
"2705810","survey_fndds_food","Alfredo sauce with added vegetables","8412","2022-10-28"
"2705811","survey_fndds_food","Alfredo sauce with meat","8412","2022-10-28"
"2705812","survey_fndds_food","Alfredo sauce with meat and added vegetables","8412","2022-10-28"
"2705813","survey_fndds_food","Alfredo sauce with poultry","8412","2022-10-28"
"2705814","survey_fndds_food","Alfredo sauce with poultry and added vegetables","8412","2022-10-28"
"2705815","survey_fndds_food","Alfredo sauce with seafood","8412","2022-10-28"
"2705816","survey_fndds_food","Alfredo sauce with seafood and added vegetables","8412","2022-10-28"
"2705817","survey_fndds_food","Mozzarella sticks, breaded, baked, or fried","1602","2022-10-28"
"2705818","survey_fndds_food","Mozzarella cheese, tomato, and basil, with oil and vinegar dressing","6432","2022-10-28"
"2705819","survey_fndds_food","Meat, NFS","2002","2022-10-28"
"2705820","survey_fndds_food","Meat, ground, NFS","2004","2022-10-28"
"2705821","survey_fndds_food","Baby Toddler meat, NFS","9008","2022-10-28"
"2705822","survey_fndds_food","Beef, NFS","2002","2022-10-28"
"2705823","survey_fndds_food","Steak, NS as to type of meat, NS as to fat eaten","2002","2022-10-28"
"2705824","survey_fndds_food","Beef, steak, NFS","2002","2022-10-28"
"2705825","survey_fndds_food","Beef, steak, chuck","2002","2022-10-28"
"2705826","survey_fndds_food","Beef, steak, cube","2002","2022-10-28"
"2705827","survey_fndds_food","Beef, steak, flank","2002","2022-10-28"
"2705828","survey_fndds_food","Beef, steak, ribeye, NS as to fat eaten","2002","2022-10-28"
"2705829","survey_fndds_food","Beef, steak, ribeye, lean and fat eaten","2002","2022-10-28"
"2705830","survey_fndds_food","Beef, steak, ribeye, lean only eaten","2002","2022-10-28"
"2705831","survey_fndds_food","Beef, steak, round","2002","2022-10-28"
"2705832","survey_fndds_food","Beef, steak, sirloin, NS as to fat eaten","2002","2022-10-28"
"2705833","survey_fndds_food","Beef, steak, sirloin, lean and fat eaten","2002","2022-10-28"
"2705834","survey_fndds_food","Beef, steak, sirloin, lean only eaten","2002","2022-10-28"
"2705835","survey_fndds_food","Beef, steak, strip, NS as to fat eaten","2002","2022-10-28"
"2705836","survey_fndds_food","Beef, steak, strip, lean and fat eaten","2002","2022-10-28"
"2705837","survey_fndds_food","Beef, steak, strip, lean only eaten","2002","2022-10-28"
"2705838","survey_fndds_food","Beef, steak, T-bone, NS as to fat eaten","2002","2022-10-28"
"2705839","survey_fndds_food","Beef, steak, T-bone,  lean and fat eaten","2002","2022-10-28"
"2705840","survey_fndds_food","Beef, steak, T-bone, lean only eaten","2002","2022-10-28"
"2705841","survey_fndds_food","Beef, steak, tenderloin","2002","2022-10-28"
"2705842","survey_fndds_food","Beef, steak, country fried","2002","2022-10-28"
"2705843","survey_fndds_food","Beef, oxtails","2002","2022-10-28"
"2705844","survey_fndds_food","Beef, neck bones","2002","2022-10-28"
"2705845","survey_fndds_food","Beef, shortribs","2002","2022-10-28"
"2705846","survey_fndds_food","Beef, cow head","2002","2022-10-28"
"2705847","survey_fndds_food","Beef, roast","2002","2022-10-28"
"2705848","survey_fndds_food","Beef, pot roast","2002","2022-10-28"
"2705849","survey_fndds_food","Beef, stew meat","2002","2022-10-28"
"2705850","survey_fndds_food","Beef, corned","2602","2022-10-28"
"2705851","survey_fndds_food","Beef, brisket","2002","2022-10-28"
"2705852","survey_fndds_food","Beef, sandwich steak","2002","2022-10-28"
"2705853","survey_fndds_food","Beef, ground, raw","2004","2022-10-28"
"2705854","survey_fndds_food","Beef, ground","2004","2022-10-28"
"2705855","survey_fndds_food","Beef, ground, patty","2004","2022-10-28"
"2705856","survey_fndds_food","Beef, bacon, cooked","2604","2022-10-28"
"2705857","survey_fndds_food","Beef, bacon, reduced sodium, cooked","2604","2022-10-28"
"2705858","survey_fndds_food","Beef, dried, chipped, uncooked","2602","2022-10-28"
"2705859","survey_fndds_food","Beef, dried, chipped, cooked in fat","2602","2022-10-28"
"2705860","survey_fndds_food","Beef jerky","2602","2022-10-28"
"2705861","survey_fndds_food","Baby Toddler beef","9008","2022-10-28"
"2705862","survey_fndds_food","Pork, NFS","2006","2022-10-28"
"2705863","survey_fndds_food","Pork, ground","2006","2022-10-28"
"2705864","survey_fndds_food","Pork, carnitas","2006","2022-10-28"
"2705865","survey_fndds_food","Pork jerky","2602","2022-10-28"
"2705866","survey_fndds_food","Pork, chop, NS as to fat eaten","2006","2022-10-28"
"2705867","survey_fndds_food","Pork, chop, lean and fat eaten","2006","2022-10-28"
"2705868","survey_fndds_food","Pork, chop, lean only eaten","2006","2022-10-28"
"2705869","survey_fndds_food","Pork, chop, coated, NS as to fat eaten","2006","2022-10-28"
"2705870","survey_fndds_food","Pork, chop, coated, lean and fat eaten","2006","2022-10-28"
"2705871","survey_fndds_food","Pork, chop, coated, lean only eaten","2006","2022-10-28"
"2705872","survey_fndds_food","Pork, chop, stuffed","3002","2022-10-28"
"2705873","survey_fndds_food","Pork, steak, NS as to fat eaten","2006","2022-10-28"
"2705874","survey_fndds_food","Pork, steak, lean and fat eaten","2006","2022-10-28"
"2705875","survey_fndds_food","Pork, steak, lean only eaten","2006","2022-10-28"
"2705876","survey_fndds_food","Pork, steak, coated","2006","2022-10-28"
"2705877","survey_fndds_food","Pork, tenderloin","2006","2022-10-28"
"2705878","survey_fndds_food","Ham","2602","2022-10-28"
"2705879","survey_fndds_food","Ham, prosciutto","2602","2022-10-28"
"2705880","survey_fndds_food","Ham, canned","2602","2022-10-28"
"2705881","survey_fndds_food","Ham, ground","2602","2022-10-28"
"2705882","survey_fndds_food","Pork, roast","2006","2022-10-28"
"2705883","survey_fndds_food","Pork, roll","2602","2022-10-28"
"2705884","survey_fndds_food","Canadian bacon, cooked","2602","2022-10-28"
"2705885","survey_fndds_food","Bacon, NS as to type of meat, cooked","2604","2022-10-28"
"2705886","survey_fndds_food","Bacon, NS as to type of meat, reduced sodium, cooked","2604","2022-10-28"
"2705887","survey_fndds_food","Pork bacon, NS as to fresh, smoked or cured, cooked","2604","2022-10-28"
"2705888","survey_fndds_food","Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","2604","2022-10-28"
"2705889","survey_fndds_food","Pork bacon, smoked or cured, cooked","2604","2022-10-28"
"2705890","survey_fndds_food","Bacon or side pork, fresh, cooked","2604","2022-10-28"
"2705891","survey_fndds_food","Pork bacon, smoked or cured, reduced sodium, cooked","2604","2022-10-28"
"2705892","survey_fndds_food","Fat back, cooked","8002","2022-10-28"
"2705893","survey_fndds_food","Ribs, NFS","2006","2022-10-28"
"2705894","survey_fndds_food","Pork, ribs","2006","2022-10-28"
"2705895","survey_fndds_food","Pork, cracklings","2006","2022-10-28"
"2705896","survey_fndds_food","Pork, ears","2006","2022-10-28"
"2705897","survey_fndds_food","Pork, bones","2006","2022-10-28"
"2705898","survey_fndds_food","Pork, pig's feet","2006","2022-10-28"
"2705899","survey_fndds_food","Pork, pig's feet, pickled","2006","2022-10-28"
"2705900","survey_fndds_food","Pork, ham hocks","2006","2022-10-28"
"2705901","survey_fndds_food","Pork, belly","2006","2022-10-28"
"2705902","survey_fndds_food","Pork skin rinds","2006","2022-10-28"
"2705903","survey_fndds_food","Baby Toddler ham","9008","2022-10-28"
"2705904","survey_fndds_food","Baby Toddler meat stick","9008","2022-10-28"
"2705905","survey_fndds_food","Lamb, NS as to cut","2008","2022-10-28"
"2705906","survey_fndds_food","Lamb, chop","2008","2022-10-28"
"2705907","survey_fndds_food","Lamb, ground","2008","2022-10-28"
"2705908","survey_fndds_food","Goat","2008","2022-10-28"
"2705909","survey_fndds_food","Veal, chop","2002","2022-10-28"
"2705910","survey_fndds_food","Veal, ground","2004","2022-10-28"
